Actividad,C1,C2,Impuesto,Año,Valor,IPC,Valor_pc,Rubro,Rubro2
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,1991,0.0,6.493885571577079,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,1991,0.0,6.493885571577079,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,1991,0.0,6.493885571577079,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,1991,0.0,6.493885571577079,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,1991,0.0,6.493885571577079,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,1991,0.0,6.493885571577079,0.0,Otros impuestos,G.M.F.
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,1991,275308.0,6.493885571577079,4239495.706622681,IVA,IVA
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,1991,0.0,6.493885571577079,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,1991,0.0,6.493885571577079,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,1991,0.0,6.493885571577079,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,1991,778766.0,6.493885571577079,11992296.313451547,Renta,Renta
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,1992,0.0,8.127399055561417,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,1992,0.0,8.127399055561417,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,1992,0.0,8.127399055561417,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,1992,0.0,8.127399055561417,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),1992,0.0,8.127399055561417,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,1992,0.0,8.127399055561417,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,1992,0.0,8.127399055561417,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,1992,745607.0,8.127399055561417,9173992.748514004,Renta,Renta
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,1992,460017.0,8.127399055561417,5660076.4507215815,IVA,IVA
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,1992,0.0,8.127399055561417,0.0,IVA,IVA
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,1992,0.0,8.127399055561417,0.0,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,1992,0.0,8.127399055561417,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,1992,0.0,8.127399055561417,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,1992,0.0,8.127399055561417,0.0,Otros impuestos,Riqueza
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,1992,0.0,8.127399055561417,0.0,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,1992,0.0,8.127399055561417,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,1992,0.0,8.127399055561417,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,1992,337007.0,8.127399055561417,4146554.115235585,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,1992,1100714.0,8.127399055561417,13543250.3372257,Renta,Renta
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,1992,55565.0,8.127399055561417,683675.0554530477,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,1992,894653.0,8.127399055561417,11007863.572144976,IVA,IVA
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,1992,0.0,8.127399055561417,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,1993,0.0,9.968449088740485,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,1993,0.0,9.968449088740485,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),1993,0.0,9.968449088740485,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,1993,15494.0,9.968449088740485,155430.3970664876,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,1993,0.0,9.968449088740485,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,1993,0.0,9.968449088740485,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,1993,0.0,9.968449088740485,0.0,IVA,IVA
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,1993,0.0,9.968449088740485,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,1993,1359344.0,9.968449088740485,13636464.287462728,IVA,IVA
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,1993,545489.0,9.968449088740485,5472155.148147751,Otros impuestos,Arancel
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,1993,901757.0,9.968449088740485,9046111.305504367,IVA,IVA
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,1993,0.0,9.968449088740485,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,1993,0.0,9.968449088740485,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,1993,0.0,9.968449088740485,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,1993,0.0,9.968449088740485,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,1993,1505436.0,9.968449088740485,15102008.212094026,Renta,Renta
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,1993,0.0,9.968449088740485,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,1993,0.0,9.968449088740485,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,1993,812946.0,9.968449088740485,8155190.36876293,Renta,Renta
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,1993,0.0,9.968449088740485,0.0,Otros impuestos,G.M.F.
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,1993,0.0,9.968449088740485,0.0,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,1993,0.0,9.968449088740485,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,1994,0.0,12.21787749291564,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,1994,0.0,12.21787749291564,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,1994,0.0,12.21787749291564,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,1994,0.0,12.21787749291564,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,1994,0.0,12.21787749291564,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,1994,86477.0,12.21787749291564,707790.6948252054,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,1994,0.0,12.21787749291564,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,1994,0.0,12.21787749291564,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,1994,0.0,12.21787749291564,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,1994,0.0,12.21787749291564,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,1994,0.0,12.21787749291564,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,1994,0.0,12.21787749291564,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,1994,1142775.0,12.21787749291564,9353302.16449315,IVA,IVA
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,1994,733360.0,12.21787749291564,6002351.884975342,Otros impuestos,Arancel
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,1994,0.0,12.21787749291564,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,1994,1801397.0,12.21787749291564,14743943.872775888,IVA,IVA
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,1994,1775169.0,12.21787749291564,14529274.835414793,Renta,Renta
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),1994,0.0,12.21787749291564,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,1994,0.0,12.21787749291564,0.0,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,1994,0.0,12.21787749291564,0.0,IVA,IVA
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,1994,1035281.0,12.21787749291564,8473493.048201643,Renta,Renta
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,1994,11292.0,12.21787749291564,92421.94486356163,Otros impuestos,Por clasificar
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,1995,16146.0,14.59450571756498,110630.67371009177,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,1995,0.0,14.59450571756498,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,1995,0.0,14.59450571756498,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,1995,0.0,14.59450571756498,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,1995,1149129.0,14.59450571756498,7873709.615372479,Renta,Renta
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,1995,1436018.0,14.59450571756498,9839442.512066057,IVA,IVA
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,1995,876066.0,14.59450571756498,6002710.999288075,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,1995,0.0,14.59450571756498,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,1995,0.0,14.59450571756498,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,1995,129584.0,14.59450571756498,887895.7774091746,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,1995,2218156.0,14.59450571756498,15198568.851361472,IVA,IVA
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),1995,0.0,14.59450571756498,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,1995,0.0,14.59450571756498,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,1995,0.0,14.59450571756498,0.0,IVA,IVA
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,1995,2334430.0,14.59450571756498,15995265.92524771,Renta,Renta
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,1995,0.0,14.59450571756498,0.0,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,1995,0.0,14.59450571756498,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,1995,0.0,14.59450571756498,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,1995,0.0,14.59450571756498,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,1995,0.0,14.59450571756498,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,1995,0.0,14.59450571756498,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,1995,0.0,14.59450571756498,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,1996,0.0,17.754417047239603,0.0,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,1996,0.0,17.754417047239603,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,1996,0.0,17.754417047239603,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,1996,31978.0,17.754417047239603,180112.92578582204,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,1996,148854.0,17.754417047239603,838405.4492126697,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,1996,0.0,17.754417047239603,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,1996,0.0,17.754417047239603,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,1996,0.0,17.754417047239603,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,1996,0.0,17.754417047239603,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,1996,2753982.0,17.754417047239603,15511531.539855205,Renta,Renta
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),1996,0.0,17.754417047239603,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,1996,2888624.0,17.754417047239603,16269889.303119157,IVA,IVA
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,1996,0.0,17.754417047239603,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,1996,0.0,17.754417047239603,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,1996,523913.0,17.754417047239603,2950888.2133725495,IVA,IVA
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,1996,0.0,17.754417047239603,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,1996,1619137.0,17.754417047239603,9119629.192509806,IVA,IVA
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,1996,906033.0,17.754417047239603,5103141.362452489,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,1996,0.0,17.754417047239603,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,1996,0.0,17.754417047239603,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,1996,1292721.0,17.754417047239603,7281123.320244345,Renta,Renta
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,1996,0.0,17.754417047239603,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,1997,0.0,20.894244194734085,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,1997,0.0,20.894244194734085,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,1997,727219.0,20.894244194734085,3480475.260183275,IVA,IVA
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,1997,0.0,20.894244194734085,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,1997,0.0,20.894244194734085,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,1997,0.0,20.894244194734085,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,1997,0.0,20.894244194734085,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,1997,1845332.0,20.894244194734085,8831771.95978725,Renta,Renta
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,1997,2079276.0,20.894244194734085,9951429.592863828,IVA,IVA
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,1997,3633544.0,20.894244194734085,17390167.19693432,Renta,Renta
