CTA PROG,SUBC SUBP,OBJG PROY,ORD SPRY,Fuente,Rec.,Sit,Nombre del rubro,Apropiación 2025,Código de entidad,Entidad,Código de sector,Sector,Tipo de gasto,Año,% porc
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,MESADAS PENSIONALES (DE PENSIONES),Nación,10,C,MESADAS PENSIONALES (DE PENSIONES),60000000,1511,Caja de sueldos de retiro de la policía nacional,15,Defensa y policía,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,MESADAS PENSIONALES (DE PENSIONES),Propios,20,S,MESADAS PENSIONALES (DE PENSIONES),2361000000,1511,Caja de sueldos de retiro de la policía nacional,15,Defensa y policía,Funcionamiento,2025,0.0004
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,BONOS PENSIONALES (DE PENSIONES),Propios,20,S,BONOS PENSIONALES (DE PENSIONES),1600000000,1511,Caja de sueldos de retiro de la policía nacional,15,Defensa y policía,Funcionamiento,2025,0.0003
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Propios,20,S,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),100700000,1511,Caja de sueldos de retiro de la policía nacional,15,Defensa y policía,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,ASIGNACIÓNES DE RETIRO (NO DE PENSIONES),Nación,10,C,ASIGNACIONES DE RETIRO (NO DE PENSIONES),6231372377222,1511,Caja de sueldos de retiro de la policía nacional,15,Defensa y policía,Funcionamiento,2025,1.1829
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,ASIGNACIÓNES DE RETIRO (NO DE PENSIONES),Propios,20,S,ASIGNACIONES DE RETIRO (NO DE PENSIONES),374436329197,1511,Caja de sueldos de retiro de la policía nacional,15,Defensa y policía,Funcionamiento,2025,0.0711
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,APORTE PREVISIÓN SOCIAL SERVICIOS MÉDICOS (OTRAS PRESTACIONES DE JUBILACIÓN),Nación,10,C,APORTE PREVISIÓN SOCIAL SERVICIOS MÉDICOS (OTRAS PRESTACIONES DE JUBILACIÓN),488715806292,1511,Caja de sueldos de retiro de la policía nacional,15,Defensa y policía,Funcionamiento,2025,0.0928
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,"BIENESTAR SOCIAL AFILIADOS DE LA CAJA DE RETIRO DE LAS FUERZAS MILITARES Y LA CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL, DECRETOS 2002 Y 2003 DE 1984 (NO DE PENSIONES)",Propios,20,S,"BIENESTAR SOCIAL AFILIADOS DE LA CAJA DE RETIRO DE LAS FUERZAS MILITARES Y LA CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL, DECRETOS 2002 Y 2003 DE 1984 (NO DE PENSIONES)",1466720000,1511,Caja de sueldos de retiro de la policía nacional,15,Defensa y policía,Funcionamiento,2025,0.0003
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Nación,10,C,SENTENCIAS Y CONCILIACIONES,43000000000,1511,Caja de sueldos de retiro de la policía nacional,15,Defensa y policía,Funcionamiento,2025,0.0082
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Propios,20,S,SENTENCIAS Y CONCILIACIONES,5000000000,1511,Caja de sueldos de retiro de la policía nacional,15,Defensa y policía,Funcionamiento,2025,0.0009
GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,,,,Propios,20,S,GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,1523640000,1511,Caja de sueldos de retiro de la policía nacional,15,Defensa y policía,Funcionamiento,2025,0.0003
ADQUISICIÓN DE ACTIVOS FINANCIEROS,CONCESIÓN DE PRÉSTAMOS,A PERSONAS NATURALES,FONDO DE PRÉSTAMOS,Propios,20,S,FONDO DE PRÉSTAMOS,2500000000,1511,Caja de sueldos de retiro de la policía nacional,15,Defensa y policía,Funcionamiento,2025,0.0005
DISMINUCIÓN DE PASIVOS,CESANTÍAS,,,Propios,20,S,CESANTÍAS,470710000,1511,Caja de sueldos de retiro de la policía nacional,15,Defensa y policía,Funcionamiento,2025,0.0001
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Propios,20,S,IMPUESTOS,6042760000,1511,Caja de sueldos de retiro de la policía nacional,15,Defensa y policía,Funcionamiento,2025,0.0011
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,,,Propios,20,S,TASAS Y DERECHOS ADMINISTRATIVOS,3090000,1511,Caja de sueldos de retiro de la policía nacional,15,Defensa y policía,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,12018280000,1511,Caja de sueldos de retiro de la policía nacional,15,Defensa y policía,Funcionamiento,2025,0.0023
SERVICIO DE LA DEUDA PÚBLICA INTERNA,FONDO DE CONTINGENCIAS,APORTES AL FONDO DE CONTINGENCIAS,,Nación,10,C,APORTES AL FONDO DE CONTINGENCIAS,9854215358,1511,Caja de sueldos de retiro de la policía nacional,15,Defensa y policía,Deuda,2025,0.0019
,,,,Propios,20,S,INVERSION,9548351803,1511,Caja de sueldos de retiro de la policía nacional,15,Defensa y policía,Inversión,2025,0.0018
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Propios,20,S,SALARIO,7684267540,1512,Fondo rotatorio de la policía,15,Defensa y policía,Funcionamiento,2025,0.0015
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Propios,20,S,CONTRIBUCIONES INHERENTES A LA NÓMINA,2640468325,1512,Fondo rotatorio de la policía,15,Defensa y policía,Funcionamiento,2025,0.0005
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Propios,20,S,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,961122960,1512,Fondo rotatorio de la policía,15,Defensa y policía,Funcionamiento,2025,0.0002
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Propios,20,S,ADQUISICIÓN DE BIENES  Y SERVICIOS,4159662208,1512,Fondo rotatorio de la policía,15,Defensa y policía,Funcionamiento,2025,0.0008
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,MESADAS PENSIONALES (DE PENSIONES),Propios,20,S,MESADAS PENSIONALES (DE PENSIONES),96320000,1512,Fondo rotatorio de la policía,15,Defensa y policía,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Propios,20,S,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),85000000,1512,Fondo rotatorio de la policía,15,Defensa y policía,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Propios,20,S,SENTENCIAS Y CONCILIACIONES,1500000000,1512,Fondo rotatorio de la policía,15,Defensa y policía,Funcionamiento,2025,0.0003
GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,,,,Propios,20,S,GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,273954137861,1512,Fondo rotatorio de la policía,15,Defensa y policía,Funcionamiento,2025,0.052
ADQUISICIÓN DE ACTIVOS FINANCIEROS,CONCESIÓN DE PRÉSTAMOS,A PERSONAS NATURALES,PRÉSTAMOS DE CONSUMO ,Propios,20,S,PRÉSTAMOS DE CONSUMO,95047000000,1512,Fondo rotatorio de la policía,15,Defensa y policía,Funcionamiento,2025,0.018
DISMINUCIÓN DE PASIVOS,CESANTÍAS,,,Propios,20,S,CESANTÍAS,313000000,1512,Fondo rotatorio de la policía,15,Defensa y policía,Funcionamiento,2025,0.0001
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Propios,20,S,IMPUESTOS,1273139200,1512,Fondo rotatorio de la policía,15,Defensa y policía,Funcionamiento,2025,0.0002
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Propios,20,S,CUOTA DE FISCALIZACIÓN Y AUDITAJE,900000000,1512,Fondo rotatorio de la policía,15,Defensa y policía,Funcionamiento,2025,0.0002
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",,,Propios,20,S,"MULTAS, SANCIONES E INTERESES DE MORA",10000000,1512,Fondo rotatorio de la policía,15,Defensa y policía,Funcionamiento,2025,0.0
SERVICIO DE LA DEUDA PÚBLICA INTERNA,FONDO DE CONTINGENCIAS,APORTES AL FONDO DE CONTINGENCIAS,,Propios,20,S,APORTES AL FONDO DE CONTINGENCIAS,766764649,1512,Fondo rotatorio de la policía,15,Defensa y policía,Deuda,2025,0.0001
,,,,Propios,20,S,INVERSION,5000000000,1512,Fondo rotatorio de la policía,15,Defensa y policía,Inversión,2025,0.0009
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Propios,20,S,SALARIO,7621900505,1516,Superintendencia de vigilancia y seguridad privada,15,Defensa y policía,Funcionamiento,2025,0.0014
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Propios,20,S,CONTRIBUCIONES INHERENTES A LA NÓMINA,2813421011,1516,Superintendencia de vigilancia y seguridad privada,15,Defensa y policía,Funcionamiento,2025,0.0005
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Propios,20,S,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,846875742,1516,Superintendencia de vigilancia y seguridad privada,15,Defensa y policía,Funcionamiento,2025,0.0002
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Propios,20,S,ADQUISICIÓN DE BIENES  Y SERVICIOS,17592381635,1516,Superintendencia de vigilancia y seguridad privada,15,Defensa y policía,Funcionamiento,2025,0.0033
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Propios,20,S,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),44520000,1516,Superintendencia de vigilancia y seguridad privada,15,Defensa y policía,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Propios,20,S,SENTENCIAS Y CONCILIACIONES,3889317084,1516,Superintendencia de vigilancia y seguridad privada,15,Defensa y policía,Funcionamiento,2025,0.0007
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Propios,20,S,IMPUESTOS,162000000,1516,Superintendencia de vigilancia y seguridad privada,15,Defensa y policía,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Propios,20,S,CUOTA DE FISCALIZACIÓN Y AUDITAJE,99000000,1516,Superintendencia de vigilancia y seguridad privada,15,Defensa y policía,Funcionamiento,2025,0.0
,,,,Propios,20,S,INVERSION,4987972010,1516,Superintendencia de vigilancia y seguridad privada,15,Defensa y policía,Inversión,2025,0.0009
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Propios,20,S,SALARIO,74108932971,1519,Hospital militar,15,Defensa y policía,Funcionamiento,2025,0.0141
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Propios,20,S,CONTRIBUCIONES INHERENTES A LA NÓMINA,25251588480,1519,Hospital militar,15,Defensa y policía,Funcionamiento,2025,0.0048
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Propios,20,S,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,1282024196,1519,Hospital militar,15,Defensa y policía,Funcionamiento,2025,0.0002
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Propios,20,S,ADQUISICIÓN DE BIENES  Y SERVICIOS,16840322470,1519,Hospital militar,15,Defensa y policía,Funcionamiento,2025,0.0032
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,MESADAS PENSIONALES (DE PENSIONES),Nación,10,C,MESADAS PENSIONALES (DE PENSIONES),21651301699,1519,Hospital militar,15,Defensa y policía,Funcionamiento,2025,0.0041
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,BONOS PENSIONALES (DE PENSIONES),Nación,10,C,BONOS PENSIONALES (DE PENSIONES),14203000000,1519,Hospital militar,15,Defensa y policía,Funcionamiento,2025,0.0027
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Propios,20,S,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),680000000,1519,Hospital militar,15,Defensa y policía,Funcionamiento,2025,0.0001
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Propios,20,S,SENTENCIAS Y CONCILIACIONES,5000000000,1519,Hospital militar,15,Defensa y policía,Funcionamiento,2025,0.0009
GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,,,,Propios,20,S,GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,359498231817,1519,Hospital militar,15,Defensa y policía,Funcionamiento,2025,0.0682
DISMINUCIÓN DE PASIVOS,CESANTÍAS,,,Propios,20,S,CESANTÍAS,7476638400,1519,Hospital militar,15,Defensa y policía,Funcionamiento,2025,0.0014
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",TASAS Y DERECHOS ADMINISTRATIVOS,,,Propios,20,S,TASAS Y DERECHOS ADMINISTRATIVOS,778775000,1519,Hospital militar,15,Defensa y policía,Funcionamiento,2025,0.0001
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",,,Propios,20,S,"MULTAS, SANCIONES E INTERESES DE MORA",25000000,1519,Hospital militar,15,Defensa y policía,Funcionamiento,2025,0.0
SERVICIO DE LA DEUDA PÚBLICA INTERNA,FONDO DE CONTINGENCIAS,APORTES AL FONDO DE CONTINGENCIAS,,Propios,20,S,APORTES AL FONDO DE CONTINGENCIAS,3888486666,1519,Hospital militar,15,Defensa y policía,Deuda,2025,0.0007
,,,,Propios,20,S,INVERSION,20000000000,1519,Hospital militar,15,Defensa y policía,Inversión,2025,0.0038
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Propios,20,S,SALARIO,51532000000,1520,Agencia logística de las fuerzas militares,15,Defensa y policía,Funcionamiento,2025,0.0098
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Propios,20,S,CONTRIBUCIONES INHERENTES A LA NÓMINA,17854000000,1520,Agencia logística de las fuerzas militares,15,Defensa y policía,Funcionamiento,2025,0.0034
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Propios,20,S,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,4332000000,1520,Agencia logística de las fuerzas militares,15,Defensa y policía,Funcionamiento,2025,0.0008
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Propios,20,S,ADQUISICIÓN DE BIENES  Y SERVICIOS,18700000000,1520,Agencia logística de las fuerzas militares,15,Defensa y policía,Funcionamiento,2025,0.0035
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,MESADAS PENSIONALES (DE PENSIONES),Propios,20,S,MESADAS PENSIONALES (DE PENSIONES),2184600000,1520,Agencia logística de las fuerzas militares,15,Defensa y policía,Funcionamiento,2025,0.0004
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),Propios,20,S,CUOTAS PARTES PENSIONALES (DE PENSIONES),71400000,1520,Agencia logística de las fuerzas militares,15,Defensa y policía,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,BONOS PENSIONALES (DE PENSIONES),Propios,20,S,BONOS PENSIONALES (DE PENSIONES),3200000000,1520,Agencia logística de las fuerzas militares,15,Defensa y policía,Funcionamiento,2025,0.0006
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Propios,20,S,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),350000000,1520,Agencia logística de las fuerzas militares,15,Defensa y policía,Funcionamiento,2025,0.0001
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Propios,20,S,SENTENCIAS Y CONCILIACIONES,2000000000,1520,Agencia logística de las fuerzas militares,15,Defensa y policía,Funcionamiento,2025,0.0004
GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,,,,Propios,20,S,GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,959000000000,1520,Agencia logística de las fuerzas militares,15,Defensa y policía,Funcionamiento,2025,0.182
ADQUISICIÓN DE ACTIVOS FINANCIEROS,CONCESIÓN DE PRÉSTAMOS,A PERSONAS NATURALES,PRÉSTAMOS DE CONSUMO ,Propios,20,S,PRÉSTAMOS DE CONSUMO,16000000000,1520,Agencia logística de las fuerzas militares,15,Defensa y policía,Funcionamiento,2025,0.003
DISMINUCIÓN DE PASIVOS,CESANTÍAS,,,Propios,20,S,CESANTÍAS,800000000,1520,Agencia logística de las fuerzas militares,15,Defensa y policía,Funcionamiento,2025,0.0002
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Propios,20,S,IMPUESTOS,286000000,1520,Agencia logística de las fuerzas militares,15,Defensa y policía,Funcionamiento,2025,0.0001
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Propios,20,S,CUOTA DE FISCALIZACIÓN Y AUDITAJE,1300000000,1520,Agencia logística de las fuerzas militares,15,Defensa y policía,Funcionamiento,2025,0.0002
SERVICIO DE LA DEUDA PÚBLICA INTERNA,FONDO DE CONTINGENCIAS,APORTES AL FONDO DE CONTINGENCIAS,,Propios,20,S,APORTES AL FONDO DE CONTINGENCIAS,1803616000,1520,Agencia logística de las fuerzas militares,15,Defensa y policía,Deuda,2025,0.0003
,,,,Propios,20,S,INVERSION,6500000000,1520,Agencia logística de las fuerzas militares,15,Defensa y policía,Inversión,2025,0.0012
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,48611135400,1521,Unidad administrativa especial de la justicia penal militar y policial,15,Defensa y policía,Funcionamiento,2025,0.0092
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,31390478000,1521,Unidad administrativa especial de la justicia penal militar y policial,15,Defensa y policía,Funcionamiento,2025,0.006
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,48624962000,1521,Unidad administrativa especial de la justicia penal militar y policial,15,Defensa y policía,Funcionamiento,2025,0.0092
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,35000000000,1521,Unidad administrativa especial de la justicia penal militar y policial,15,Defensa y policía,Funcionamiento,2025,0.0066
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Nación,10,C,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),600000000,1521,Unidad administrativa especial de la justicia penal militar y policial,15,Defensa y policía,Funcionamiento,2025,0.0001
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Nación,10,C,SENTENCIAS Y CONCILIACIONES,500000000,1521,Unidad administrativa especial de la justicia penal militar y policial,15,Defensa y policía,Funcionamiento,2025,0.0001
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Nación,10,C,IMPUESTOS,3000000,1521,Unidad administrativa especial de la justicia penal militar y policial,15,Defensa y policía,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,310000000,1521,Unidad administrativa especial de la justicia penal militar y policial,15,Defensa y policía,Funcionamiento,2025,0.0001
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",,,Nación,10,C,"MULTAS, SANCIONES E INTERESES DE MORA",5000000,1521,Unidad administrativa especial de la justicia penal militar y policial,15,Defensa y policía,Funcionamiento,2025,0.0
SERVICIO DE LA DEUDA PÚBLICA INTERNA,FONDO DE CONTINGENCIAS,APORTES AL FONDO DE CONTINGENCIAS,,Nación,10,C,APORTES AL FONDO DE CONTINGENCIAS,3338613816,1521,Unidad administrativa especial de la justicia penal militar y policial,15,Defensa y policía,Deuda,2025,0.0006
,,,,Nación,10,C,INVERSION,6227362144,1521,Unidad administrativa especial de la justicia penal militar y policial,15,Defensa y policía,Inversión,2025,0.0012
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,7882494200000,1601,Policía nacional,15,Defensa y policía,Funcionamiento,2025,1.4963
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,1730560169803,1601,Policía nacional,15,Defensa y policía,Funcionamiento,2025,0.3285
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,2951901000000,1601,Policía nacional,15,Defensa y policía,Funcionamiento,2025,0.5604
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,1284783000000,1601,Policía nacional,15,Defensa y policía,Funcionamiento,2025,0.2439
TRANSFERENCIAS CORRIENTES,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,A ORGANIZACIONES INTERNACIONALES ,,Nación,10,C,A ORGANIZACIONES INTERNACIONALES,1480000000,1601,Policía nacional,15,Defensa y policía,Funcionamiento,2025,0.0003
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,"PROGRAMA DE PROTECCIÓN A PERSONAS QUE SE ENCUENTRAN EN SITUACIÓN DE RIESGO CONTRA SU VIDA, INTEGRIDAD, SEGURIDAD O LIBERTAD, POR CAUSAS RELACIONADAS CON LA VIOLENCIA EN COLOMBIA",Nación,10,C,"PROGRAMA DE PROTECCIÓN A PERSONAS QUE SE ENCUENTRAN EN SITUACIÓN DE RIESGO CONTRA SU VIDA, INTEGRIDAD, SEGURIDAD O LIBERTAD, POR CAUSAS RELACIONADAS CON LA VIOLENCIA EN COLOMBIA",4620000000,1601,Policía nacional,15,Defensa y policía,Funcionamiento,2025,0.0009
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,Nación,10,C,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,32901000000,1601,Policía nacional,15,Defensa y policía,Funcionamiento,2025,0.0062
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,MESADAS PENSIONALES (DE PENSIONES),Nación,10,C,MESADAS PENSIONALES (DE PENSIONES),1136000000000,1601,Policía nacional,15,Defensa y policía,Funcionamiento,2025,0.2156
